Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
;;OUI;;41;3;;;OUI;OUI;2025-01-09T20:46:10+01:00;;;
;;NON;;32;1;;;NON;NON;2024-06-02T08:46:29+02:00;;;
;;OUI;;24;16;;;OUI;OUI;2025-01-09T20:46:47+01:00;;;
;;OUI;;2;42;;;OUI;OUI;2025-01-09T20:46:49+01:00;;;
;;OUI;;5;14;;;OUI;OUI;2025-01-09T20:48:15+01:00;;;
;;OUI;;4;25;;;OUI;OUI;2025-01-09T20:48:09+01:00;;;
;;OUI;;5;11;;;OUI;OUI;2025-01-09T20:47:52+01:00;;;
;;OUI;;33;7;;;OUI;OUI;2025-01-09T20:47:54+01:00;;;
;;OUI;;3;22;;;OUI;OUI;2025-01-09T20:46:10+01:00;;;
;;OUI;;22;13;;;OUI;OUI;2025-01-09T20:47:03+01:00;;;
;;OUI;;15;5;;;OUI;OUI;2025-01-09T20:47:29+01:00;;;
;;OUI;;26;7;;;OUI;OUI;2025-01-09T20:45:13+01:00;;;
;;OUI;;11;17;;;OUI;OUI;2025-01-09T20:48:04+01:00;;;
;;OUI;;21;1;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;10;18;;;OUI;OUI;2025-01-09T20:46:25+01:00;;;
;;OUI;;44;5;;;OUI;OUI;2025-01-09T20:48:10+01:00;;;
;;OUI;;27;0;;;OUI;OUI;2025-01-09T20:46:39+01:00;;;
;;OUI;;5;9;;;OUI;OUI;2025-01-09T20:45:41+01:00;;;
;;OUI;;2;18;;;OUI;OUI;2025-01-09T20:48:06+01:00;;;
;;OUI;;12;14;;;OUI;OUI;2025-01-09T20:47:35+01:00;;;
;;OUI;;3;29;;;OUI;OUI;2025-01-09T20:46:21+01:00;;;
;;OUI;;35;5;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;17;3;;;OUI;OUI;2025-01-09T20:48:20+01:00;;;
;;OUI;;49;4;;;OUI;OUI;2025-01-09T20:46:56+01:00;;;
;;OUI;;27;2;;;OUI;OUI;2025-01-09T20:41:50+01:00;;;
;;OUI;;17;8;;;OUI;OUI;2025-01-09T20:44:59+01:00;;;
;;OUI;;19;36;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;6;13;;;OUI;OUI;2025-01-09T20:46:04+01:00;;;
;;OUI;;4;31;;;OUI;OUI;2025-01-09T20:46:52+01:00;;;
;;OUI;;13;19;;;OUI;OUI;2025-01-09T20:47:11+01:00;;;
;;OUI;;13;10;;;OUI;OUI;2025-01-09T20:44:21+01:00;;;
;;OUI;;0;35;;;OUI;OUI;2025-01-09T20:46:52+01:00;;;
;;OUI;;1;27;;;OUI;OUI;2025-01-09T20:47:43+01:00;;;
;;OUI;;5;23;;;OUI;OUI;2025-01-09T20:45:35+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2025-01-09T20:43:17+01:00;;;
;;OUI;;15;3;;;OUI;OUI;2025-01-09T20:43:56+01:00;;;
;;OUI;;9;15;;;OUI;OUI;2025-01-09T20:47:54+01:00;;;
;;OUI;;17;13;;;OUI;OUI;2025-01-09T20:39:30+01:00;;;
;;OUI;;1;29;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;3;17;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;42;2;;;OUI;OUI;2025-01-09T20:43:25+01:00;;;
;;OUI;;10;8;;;OUI;OUI;2025-01-09T20:46:47+01:00;;;
;;OUI;;38;4;;;OUI;OUI;2025-01-09T20:46:02+01:00;;;
;;OUI;;24;1;;;OUI;OUI;2025-01-09T20:41:48+01:00;;;
;;OUI;;0;18;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;5;19;;;OUI;OUI;2025-01-09T20:46:23+01:00;;;
;;OUI;;17;7;;;OUI;OUI;2025-01-09T20:44:49+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2025-01-09T20:44:43+01:00;;;
;;OUI;;10;12;;;OUI;OUI;2025-01-09T20:48:18+01:00;;;
;;OUI;;26;10;;;OUI;OUI;2025-01-09T20:46:11+01:00;;;
;;OUI;;0;17;;;OUI;OUI;2025-01-09T20:47:15+01:00;;;
;;OUI;;26;5;;;OUI;OUI;2025-01-09T20:43:46+01:00;;;
;;OUI;;19;7;;;OUI;OUI;2025-01-09T20:47:10+01:00;;;
;;OUI;;33;12;;;OUI;OUI;2025-01-09T20:48:06+01:00;;;
;;OUI;;10;14;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;25;5;;;OUI;OUI;2025-01-09T20:46:00+01:00;;;
;;OUI;;3;18;;;OUI;OUI;2025-01-09T20:42:56+01:00;;;
;;OUI;;14;13;;;OUI;OUI;2025-01-09T20:44:57+01:00;;;
;;OUI;;3;27;;;OUI;OUI;2025-01-09T20:44:58+01:00;;;
;;OUI;;18;8;;;OUI;OUI;2025-01-09T20:48:10+01:00;;;
;;OUI;;1;22;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;23;1;;;OUI;OUI;2025-01-09T20:45:11+01:00;;;
;;OUI;;23;8;;;OUI;OUI;2025-01-09T20:47:56+01:00;;;
;;OUI;;19;9;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;20;4;;;OUI;OUI;2025-01-09T20:46:16+01:00;;;
;;OUI;;5;19;;;OUI;OUI;2025-01-09T20:46:40+01:00;;;
;;OUI;;13;8;;;OUI;OUI;2025-01-09T20:43:56+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;25;3;;;OUI;OUI;2025-01-09T20:42:32+01:00;;;
;;OUI;;54;11;;;OUI;OUI;2025-01-09T20:45:19+01:00;;;
;;OUI;;29;1;;;OUI;OUI;2025-01-09T20:48:17+01:00;;;
;;OUI;;27;3;;;OUI;OUI;2025-01-09T20:39:56+01:00;;;
;;OUI;;9;32;;;OUI;OUI;2025-01-09T20:48:16+01:00;;;
;;OUI;;8;35;;;OUI;OUI;2025-01-09T20:48:02+01:00;;;
;;OUI;;13;14;;;OUI;OUI;2025-01-09T20:48:00+01:00;;;
;;OUI;;14;23;;;OUI;OUI;2025-01-09T20:48:23+01:00;;;
;;OUI;;9;17;;;OUI;OUI;2025-01-09T20:47:13+01:00;;;
;;OUI;;10;9;;;OUI;OUI;2025-01-09T20:47:41+01:00;;;
;;OUI;;5;21;;;OUI;OUI;2025-01-09T20:44:43+01:00;;;
;;OUI;;20;4;;;OUI;OUI;2025-01-09T20:47:04+01:00;;;
;;OUI;;14;8;;;OUI;OUI;2025-01-09T20:47:45+01:00;;;
;;OUI;;2;26;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;14;8;;;OUI;OUI;2025-01-09T20:43:16+01:00;;;
;;OUI;;7;14;;;OUI;OUI;2025-01-09T20:48:17+01:00;;;
;;OUI;;21;45;;;OUI;OUI;2025-01-09T20:46:43+01:00;;;
;;OUI;;14;19;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;17;5;;;OUI;OUI;2025-01-09T20:45:40+01:00;;;
;;OUI;;12;12;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;14;8;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;21;5;;;OUI;OUI;2025-01-09T20:46:47+01:00;;;
;;OUI;;26;4;;;OUI;OUI;2025-01-09T20:47:04+01:00;;;
;;OUI;;2;25;;;OUI;OUI;2025-01-09T20:47:28+01:00;;;
;;OUI;;0;0;;;NON;NON;2024-01-30T23:37:44+01:00;;;
;;OUI;;9;23;;;OUI;OUI;2025-01-09T20:46:31+01:00;;;
;;OUI;;33;2;;;OUI;OUI;2025-01-09T20:47:50+01:00;;;
;;OUI;;4;24;;;OUI;OUI;2025-01-09T20:44:42+01:00;;;
;;OUI;;5;15;;;OUI;OUI;2025-01-09T20:45:21+01:00;;;
;;OUI;;5;28;;;OUI;OUI;2025-01-09T20:46:52+01:00;;;
;;OUI;;31;3;;;OUI;OUI;2025-01-09T20:47:58+01:00;;;
;;OUI;;5;17;;;OUI;OUI;2025-01-09T20:46:31+01:00;;;
;;OUI;;9;19;;;OUI;OUI;2025-01-09T20:45:36+01:00;;;
;;OUI;;22;8;;;OUI;OUI;2025-01-09T20:45:03+01:00;;;
;;OUI;;27;8;;;OUI;OUI;2025-01-09T20:47:23+01:00;;;
;;OUI;;30;4;;;OUI;OUI;2025-01-09T20:46:23+01:00;;;
;;OUI;;17;11;;;OUI;OUI;2025-01-09T20:48:06+01:00;;;
;;OUI;;48;8;;;OUI;OUI;2025-01-09T20:47:34+01:00;;;
;;OUI;;27;3;;;OUI;OUI;2025-01-09T20:46:36+01:00;;;
;;OUI;;1;17;;;OUI;OUI;2025-01-09T20:46:47+01:00;;;
;;OUI;;21;4;;;OUI;OUI;2025-01-09T20:44:53+01:00;;;
;;OUI;;1;15;;;OUI;OUI;2025-01-09T20:47:11+01:00;;;
;;OUI;;29;6;;;OUI;OUI;2025-01-09T20:42:56+01:00;;;
;;OUI;;14;23;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;26;20;;;OUI;OUI;2025-01-09T20:47:30+01:00;;;
;;OUI;;25;2;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;5;11;;;OUI;OUI;2025-01-09T20:48:20+01:00;;;
;;OUI;;18;4;;;OUI;OUI;2025-01-09T20:43:30+01:00;;;
;;OUI;;1;21;;;OUI;OUI;2025-01-09T20:48:02+01:00;;;
;;OUI;;10;10;;;OUI;OUI;2025-01-09T20:44:36+01:00;;;
;;OUI;;22;10;;;OUI;OUI;2025-01-09T20:48:17+01:00;;;
;;OUI;;24;3;;;OUI;OUI;2025-01-09T20:42:39+01:00;;;
;;OUI;;9;9;;;OUI;OUI;2025-01-09T20:46:00+01:00;;;
;;OUI;;23;0;;;OUI;OUI;2025-01-09T20:41:45+01:00;;;
;;OUI;;19;9;;;OUI;OUI;2025-01-09T20:46:14+01:00;;;
;;OUI;;5;25;;;OUI;OUI;2025-01-09T20:46:51+01:00;;;
;;OUI;;29;8;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;31;0;;;OUI;OUI;2025-01-09T20:46:36+01:00;;;
;;OUI;;18;2;;;OUI;OUI;2025-01-09T20:45:09+01:00;;;
;;NON;;26;0;;;NON;NON;2024-11-10T01:46:08+01:00;;;
;;OUI;;10;9;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;1;0;;;NON;NON;2024-09-05T12:54:01+02:00;;;
;;OUI;;31;4;;;OUI;OUI;2025-01-09T20:43:32+01:00;;;
;;OUI;;17;8;;;OUI;OUI;2025-01-09T20:48:24+01:00;;;
;;OUI;;5;23;;;OUI;OUI;2025-01-09T20:41:22+01:00;;;
;;OUI;;18;20;;;OUI;OUI;2025-01-09T20:48:03+01:00;;;
;;OUI;;20;3;;;OUI;OUI;2025-01-09T20:43:48+01:00;;;
;;OUI;;16;13;;;OUI;OUI;2025-01-09T20:46:15+01:00;;;
;;OUI;;25;1;;;OUI;OUI;2025-01-09T20:39:53+01:00;;;
;;OUI;;3;24;;;OUI;OUI;2025-01-09T20:48:10+01:00;;;
;;OUI;;22;15;;;OUI;OUI;2025-01-09T20:40:42+01:00;;;
;;OUI;;45;7;;;OUI;OUI;2025-01-09T20:44:53+01:00;;;
;;OUI;;13;15;;;OUI;OUI;2025-01-09T20:46:11+01:00;;;
;;OUI;;23;10;;;OUI;OUI;2025-01-09T20:47:04+01:00;;;
;;OUI;;34;21;;;OUI;OUI;2025-01-09T20:46:37+01:00;;;
;;OUI;;22;11;;;OUI;OUI;2025-01-09T20:47:31+01:00;;;
;;OUI;;18;2;;;OUI;OUI;2025-01-09T20:40:02+01:00;;;
;;OUI;;20;10;;;OUI;OUI;2025-01-09T20:43:40+01:00;;;
;;OUI;;25;2;;;OUI;OUI;2025-01-09T20:38:58+01:00;;;
;;OUI;;1;39;;;OUI;OUI;2025-01-09T20:47:44+01:00;;;
;;OUI;;37;7;;;OUI;OUI;2025-01-09T20:42:43+01:00;;;
;;OUI;;22;6;;;OUI;OUI;2025-01-09T20:46:42+01:00;;;
;;OUI;;0;40;;;OUI;OUI;2025-01-09T20:46:30+01:00;;;
;;OUI;;46;4;;;OUI;OUI;2025-01-09T20:33:11+01:00;;;
;;OUI;;23;5;;;OUI;OUI;2025-01-09T20:46:44+01:00;;;
;;OUI;;19;1;;;OUI;OUI;2025-01-09T20:39:18+01:00;;;
;;OUI;;32;0;;;OUI;OUI;2025-01-09T20:44:56+01:00;;;
;;OUI;;36;31;;;OUI;OUI;2025-01-09T20:48:12+01:00;;;
;;OUI;;4;26;;;OUI;OUI;2025-01-09T20:48:24+01:00;;;
;;OUI;;17;17;;;OUI;OUI;2025-01-09T20:47:05+01:00;;;
;;OUI;;20;0;;;OUI;OUI;2025-01-09T20:47:34+01:00;;;
;;OUI;;13;12;;;OUI;OUI;2025-01-09T20:46:46+01:00;;;
;;OUI;;14;10;;;OUI;OUI;2025-01-09T20:45:47+01:00;;;
;;OUI;;12;9;;;OUI;OUI;2025-01-09T20:46:51+01:00;;;
;;OUI;;19;5;;;OUI;OUI;2025-01-09T20:46:47+01:00;;;
;;OUI;;1;15;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;12;16;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;10;22;;;OUI;OUI;2025-01-09T20:44:39+01:00;;;
;;OUI;;20;1;;;OUI;OUI;2025-01-09T20:45:42+01:00;;;
;;OUI;;1;43;;;OUI;OUI;2025-01-09T20:47:13+01:00;;;
;;OUI;;30;5;;;OUI;OUI;2025-01-09T20:46:41+01:00;;;
;;OUI;;46;8;;;OUI;OUI;2025-01-09T20:43:28+01:00;;;
;;OUI;;22;2;;;OUI;OUI;2025-01-09T20:42:06+01:00;;;
;;OUI;;16;21;;;OUI;OUI;2025-01-09T20:47:48+01:00;;;
;;OUI;;19;1;;;OUI;OUI;2025-01-09T20:47:45+01:00;;;
;;OUI;;7;15;;;OUI;OUI;2025-01-09T20:46:27+01:00;;;
;;OUI;;7;13;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;15;15;;;OUI;OUI;2025-01-09T20:43:01+01:00;;;
;;OUI;;16;19;;;OUI;OUI;2025-01-09T20:47:58+01:00;;;
;;OUI;;19;10;;;OUI;OUI;2025-01-09T20:44:55+01:00;;;
;;OUI;;22;3;;;OUI;OUI;2025-01-09T20:47:24+01:00;;;
;;OUI;;0;54;;;OUI;OUI;2025-01-09T20:47:52+01:00;;;
;;OUI;;4;24;;;OUI;OUI;2025-01-09T20:44:16+01:00;;;
;;OUI;;0;30;;;OUI;OUI;2025-01-09T20:47:38+01:00;;;
;;OUI;;1;18;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;1;22;;;OUI;OUI;2025-01-09T20:46:56+01:00;;;
;;OUI;;6;24;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;39;11;;;OUI;OUI;2025-01-09T20:46:00+01:00;;;
;;OUI;;29;19;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;29;11;;;OUI;OUI;2025-01-09T20:46:29+01:00;;;
;;OUI;;25;21;;;OUI;OUI;2025-01-09T20:43:38+01:00;;;
;;OUI;;8;14;;;OUI;OUI;2025-01-09T20:43:41+01:00;;;
;;OUI;;28;9;;;OUI;OUI;2025-01-09T20:48:04+01:00;;;
;;OUI;;30;6;;;OUI;OUI;2025-01-09T20:47:03+01:00;;;
;;OUI;;11;6;;;OUI;OUI;2025-01-09T20:46:23+01:00;;;
;;OUI;;35;15;;;OUI;OUI;2025-01-09T20:46:51+01:00;;;
;;OUI;;22;3;;;OUI;OUI;2025-01-09T20:38:42+01:00;;;
;;OUI;;25;7;;;OUI;OUI;2025-01-09T20:45:27+01:00;;;
;;OUI;;17;16;;;OUI;OUI;2025-01-09T20:47:55+01:00;;;
;;OUI;;7;22;;;OUI;OUI;2025-01-09T20:48:07+01:00;;;
;;OUI;;4;13;;;OUI;OUI;2025-01-09T20:46:17+01:00;;;
;;OUI;;11;13;;;OUI;OUI;2025-01-09T20:47:11+01:00;;;
;;OUI;;22;1;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;19;14;;;OUI;OUI;2025-01-09T20:48:09+01:00;;;
;;OUI;;8;12;;;OUI;OUI;2025-01-09T20:48:05+01:00;;;
;;OUI;;24;1;;;OUI;OUI;2025-01-09T20:41:13+01:00;;;
;;OUI;;12;8;;;OUI;OUI;2025-01-09T20:43:15+01:00;;;
;;OUI;;0;30;;;OUI;OUI;2025-01-09T20:48:26+01:00;;;
;;OUI;;7;12;;;OUI;OUI;2025-01-09T20:45:59+01:00;;;
;;OUI;;10;18;;;OUI;OUI;2025-01-09T20:47:16+01:00;;;
;;OUI;;19;8;;;OUI;OUI;2025-01-09T20:45:07+01:00;;;
;;OUI;;25;11;;;OUI;OUI;2025-01-09T20:48:06+01:00;;;
;;OUI;;16;52;;;OUI;OUI;2025-01-09T20:47:55+01:00;;;
;;OUI;;2;34;;;OUI;OUI;2025-01-09T20:48:14+01:00;;;
;;OUI;;20;16;;;OUI;OUI;2025-01-09T20:48:09+01:00;;;
;;OUI;;22;15;;;OUI;OUI;2025-01-09T20:46:59+01:00;;;
;;OUI;;15;1;;;OUI;OUI;2025-01-09T20:44:17+01:00;;;
;;OUI;;10;9;;;OUI;OUI;2025-01-09T20:43:30+01:00;;;
;;OUI;;4;17;;;OUI;OUI;2025-01-09T20:44:43+01:00;;;
;;OUI;;25;4;;;OUI;OUI;2025-01-09T20:46:48+01:00;;;
;;OUI;;24;21;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;21;8;;;OUI;OUI;2025-01-09T20:46:41+01:00;;;
;;OUI;;0;30;;;OUI;OUI;2025-01-09T20:46:10+01:00;;;
;;OUI;;24;2;;;OUI;OUI;2025-01-09T20:46:58+01:00;;;
;;OUI;;21;14;;;OUI;OUI;2025-01-09T20:46:56+01:00;;;
;;OUI;;28;18;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;18;2;;;OUI;OUI;2025-01-09T20:45:39+01:00;;;
;;OUI;;1;39;;;OUI;OUI;2025-01-09T20:42:27+01:00;;;
;;OUI;;7;18;;;OUI;OUI;2025-01-09T20:47:40+01:00;;;
;;OUI;;3;16;;;OUI;OUI;2025-01-09T20:46:36+01:00;;;
;;OUI;;3;15;;;OUI;OUI;2025-01-09T20:48:03+01:00;;;
;;OUI;;30;4;;;OUI;OUI;2025-01-09T20:46:53+01:00;;;
;;OUI;;6;29;;;OUI;OUI;2025-01-09T20:45:25+01:00;;;
;;OUI;;55;5;;;OUI;OUI;2025-01-09T20:46:24+01:00;;;
;;OUI;;10;20;;;OUI;OUI;2025-01-09T20:47:20+01:00;;;
;;OUI;;4;21;;;OUI;OUI;2025-01-09T20:42:29+01:00;;;
;;OUI;;21;4;;;OUI;OUI;2025-01-09T20:46:21+01:00;;;
;;OUI;;27;6;;;OUI;OUI;2025-01-09T20:47:27+01:00;;;
;;OUI;;18;8;;;OUI;OUI;2025-01-09T20:47:57+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2025-01-09T20:46:16+01:00;;;
;;OUI;;13;22;;;OUI;OUI;2025-01-09T20:46:38+01:00;;;
;;OUI;;18;1;;;OUI;OUI;2025-01-09T20:46:45+01:00;;;
;;OUI;;16;14;;;OUI;OUI;2025-01-09T20:44:42+01:00;;;
;;OUI;;21;7;;;OUI;OUI;2025-01-09T20:47:52+01:00;;;
;;OUI;;28;4;;;OUI;OUI;2025-01-09T20:47:50+01:00;;;
;;OUI;;21;6;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;19;1;;;OUI;OUI;2025-01-09T20:46:24+01:00;;;
;;OUI;;3;34;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;22;8;;;OUI;OUI;2025-01-09T20:46:49+01:00;;;
;;OUI;;34;19;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;15;3;;;OUI;OUI;2025-01-09T20:43:02+01:00;;;
;;OUI;;15;15;;;OUI;OUI;2025-01-09T20:47:23+01:00;;;
;;OUI;;19;3;;;OUI;OUI;2025-01-09T20:48:23+01:00;;;
;;OUI;;13;27;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;38;10;;;OUI;OUI;2025-01-09T20:48:15+01:00;;;
;;OUI;;10;7;;;OUI;OUI;2025-01-09T20:47:54+01:00;;;
;;OUI;;38;13;;;OUI;OUI;2025-01-09T20:47:33+01:00;;;
;;OUI;;24;9;;;OUI;OUI;2025-01-09T20:42:32+01:00;;;
;;OUI;;11;21;;;OUI;OUI;2025-01-09T20:47:48+01:00;;;
;;OUI;;19;20;;;OUI;OUI;2025-01-09T20:46:27+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2025-01-09T20:45:17+01:00;;;
;;OUI;;23;9;;;OUI;OUI;2025-01-09T20:46:17+01:00;;;
;;OUI;;4;17;;;OUI;OUI;2025-01-09T20:41:02+01:00;;;
;;OUI;;20;8;;;OUI;OUI;2025-01-09T20:47:42+01:00;;;
;;OUI;;25;8;;;OUI;OUI;2025-01-09T20:48:14+01:00;;;
;;OUI;;10;11;;;OUI;OUI;2025-01-09T20:46:23+01:00;;;
;;OUI;;32;6;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2025-01-09T20:45:51+01:00;;;
;;OUI;;9;16;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;13;15;;;OUI;OUI;2025-01-09T20:44:45+01:00;;;
;;OUI;;2;18;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;20;4;;;OUI;OUI;2025-01-09T20:47:52+01:00;;;
;;OUI;;32;17;;;OUI;OUI;2025-01-09T20:42:08+01:00;;;
;;OUI;;14;14;;;OUI;OUI;2025-01-09T20:42:08+01:00;;;
;;OUI;;11;9;;;OUI;OUI;2025-01-09T20:45:52+01:00;;;
;;OUI;;43;13;;;OUI;OUI;2025-01-09T20:46:18+01:00;;;
;;OUI;;6;12;;;OUI;OUI;2025-01-09T20:46:36+01:00;;;
;;OUI;;41;26;;;OUI;OUI;2025-01-09T20:48:07+01:00;;;
;;OUI;;0;0;;;NON;NON;2018-05-24T07:47:47+02:00;;;
;;OUI;;18;20;;;OUI;OUI;2025-01-09T20:47:59+01:00;;;
;;OUI;;0;30;;;OUI;OUI;2025-01-09T20:47:40+01:00;;;
;;OUI;;14;9;;;OUI;OUI;2025-01-09T20:45:04+01:00;;;
;;OUI;;24;4;;;OUI;OUI;2025-01-09T20:44:44+01:00;;;
;;OUI;;4;32;;;OUI;OUI;2025-01-09T20:46:25+01:00;;;
;;OUI;;2;18;;;OUI;OUI;2025-01-09T20:43:50+01:00;;;
;;OUI;;10;28;;;OUI;OUI;2025-01-09T20:48:06+01:00;;;
;;OUI;;25;4;;;OUI;OUI;2025-01-09T20:41:56+01:00;;;
;;OUI;;13;7;;;OUI;OUI;2025-01-09T20:45:43+01:00;;;
;;OUI;;11;13;;;OUI;OUI;2025-01-09T20:47:03+01:00;;;
;;OUI;;50;4;;;OUI;OUI;2025-01-09T20:42:32+01:00;;;
;;OUI;;0;21;;;OUI;OUI;2025-01-09T20:47:12+01:00;;;
;;OUI;;15;15;;;OUI;OUI;2025-01-09T20:45:11+01:00;;;
;;OUI;;18;12;;;OUI;OUI;2025-01-09T20:40:10+01:00;;;
;;OUI;;24;12;;;OUI;OUI;2025-01-09T20:46:46+01:00;;;
;;OUI;;20;4;;;OUI;OUI;2025-01-09T20:47:24+01:00;;;
;;OUI;;10;16;;;OUI;OUI;2025-01-09T20:47:27+01:00;;;
;;OUI;;23;3;;;OUI;OUI;2025-01-09T20:44:48+01:00;;;
;;OUI;;33;2;;;OUI;OUI;2025-01-09T20:48:00+01:00;;;
;;OUI;;6;14;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;21;26;;;OUI;OUI;2025-01-09T20:46:37+01:00;;;
;;OUI;;4;22;;;OUI;OUI;2025-01-09T20:40:19+01:00;;;
;;NON;;0;0;;;NON;NON;2025-01-09T20:45:21+01:00;;;
;;OUI;;35;23;;;OUI;OUI;2025-01-09T20:46:12+01:00;;;
;;OUI;;1;35;;;OUI;OUI;2025-01-09T20:46:35+01:00;;;
;;OUI;;21;3;;;OUI;OUI;2025-01-09T20:46:56+01:00;;;
;;OUI;;38;14;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;43;24;;;OUI;OUI;2025-01-09T20:46:37+01:00;;;
;;OUI;;2;43;;;OUI;OUI;2025-01-09T20:41:32+01:00;;;
;;OUI;;19;2;;;OUI;OUI;2025-01-09T20:47:08+01:00;;;
;;OUI;;35;11;;;OUI;OUI;2025-01-09T20:43:42+01:00;;;
;;OUI;;11;11;;;OUI;OUI;2025-01-09T20:44:50+01:00;;;
;;OUI;;19;37;;;OUI;OUI;2025-01-09T20:44:21+01:00;;;
;;OUI;;15;15;;;OUI;OUI;2025-01-09T20:44:31+01:00;;;
;;OUI;;45;2;;;OUI;OUI;2025-01-09T20:41:41+01:00;;;
;;OUI;;18;10;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;10;31;;;OUI;OUI;2025-01-09T20:48:05+01:00;;;
;;OUI;;8;57;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;30;11;;;OUI;OUI;2025-01-09T20:47:33+01:00;;;
;;OUI;;17;3;;;OUI;OUI;2025-01-09T20:38:32+01:00;;;
;;OUI;;25;14;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;17;7;;;OUI;OUI;2025-01-09T20:44:48+01:00;;;
;;OUI;;15;5;;;OUI;OUI;2025-01-09T20:45:27+01:00;;;
;;OUI;;23;4;;;NON;NON;2024-12-16T04:04:01+01:00;;;
;;OUI;;24;6;;;OUI;OUI;2025-01-09T20:47:37+01:00;;;
;;OUI;;18;8;;;OUI;OUI;2025-01-09T20:44:41+01:00;;;
;;OUI;;45;4;;;OUI;OUI;2025-01-09T20:45:06+01:00;;;
;;OUI;;8;23;;;OUI;OUI;2025-01-09T20:48:15+01:00;;;
;;OUI;;1;19;;;OUI;OUI;2025-01-09T20:42:46+01:00;;;
;;OUI;;4;12;;;OUI;OUI;2025-01-09T20:46:46+01:00;;;
;;OUI;;21;4;;;OUI;OUI;2025-01-09T20:44:44+01:00;;;
;;OUI;;12;7;;;OUI;OUI;2025-01-09T20:43:19+01:00;;;
;;OUI;;1;34;;;OUI;OUI;2025-01-09T20:46:09+01:00;;;
;;OUI;;10;5;;;OUI;OUI;2025-01-09T20:47:42+01:00;;;
;;OUI;;16;10;;;OUI;OUI;2025-01-09T20:44:46+01:00;;;
;;OUI;;25;5;;;OUI;OUI;2025-01-09T20:41:45+01:00;;;
;;OUI;;23;8;;;OUI;OUI;2025-01-09T20:44:34+01:00;;;
;;OUI;;9;14;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;20;3;;;OUI;OUI;2025-01-09T20:47:47+01:00;;;
;;OUI;;9;7;;;OUI;OUI;2025-01-09T20:41:36+01:00;;;
;;OUI;;42;3;;;OUI;OUI;2025-01-09T20:47:29+01:00;;;
