Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
;;OUI;;14;16;;;OUI;OUI;2025-01-09T20:45:20+01:00;;;
;;OUI;;7;15;;;OUI;OUI;2025-01-09T20:42:59+01:00;;;
;;OUI;;15;3;;;OUI;OUI;2025-01-09T20:46:52+01:00;;;
;;OUI;;33;3;;;OUI;OUI;2025-01-09T20:45:39+01:00;;;
;;OUI;;20;13;;;OUI;OUI;2025-01-09T20:47:53+01:00;;;
;;OUI;;14;9;;;OUI;OUI;2025-01-09T20:48:00+01:00;;;
;;OUI;;8;18;;;OUI;OUI;2025-01-09T20:45:55+01:00;;;
;;OUI;;47;3;;;OUI;OUI;2025-01-09T20:43:00+01:00;;;
;;OUI;;23;3;;;OUI;OUI;2025-01-09T20:46:59+01:00;;;
;;OUI;;20;15;;;OUI;OUI;2025-01-09T20:47:16+01:00;;;
;;OUI;;17;8;;;OUI;OUI;2025-01-09T20:45:34+01:00;;;
;;OUI;;30;4;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;33;7;;;OUI;OUI;2025-01-09T20:43:27+01:00;;;
;;OUI;;53;23;;;OUI;OUI;2025-01-09T20:45:25+01:00;;;
;;OUI;;7;21;;;OUI;OUI;2025-01-09T20:44:05+01:00;;;
;;OUI;;4;21;;;OUI;OUI;2025-01-09T20:45:48+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2025-01-09T20:47:58+01:00;;;
;;OUI;;2;20;;;OUI;OUI;2025-01-09T20:48:17+01:00;;;
;;OUI;;12;23;;;OUI;OUI;2025-01-09T20:46:13+01:00;;;
;;OUI;;28;3;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;17;6;;;OUI;OUI;2025-01-09T20:47:37+01:00;;;
;;OUI;;10;20;;;OUI;OUI;2025-01-09T20:45:07+01:00;;;
;;OUI;;40;10;;;OUI;OUI;2025-01-09T20:48:20+01:00;;;
;;OUI;;11;13;;;OUI;OUI;2025-01-09T20:47:34+01:00;;;
;;OUI;;27;8;;;OUI;OUI;2025-01-09T20:43:55+01:00;;;
;;OUI;;12;24;;;OUI;OUI;2025-01-09T20:47:46+01:00;;;
;;OUI;;21;2;;;OUI;OUI;2025-01-09T20:40:09+01:00;;;
;;OUI;;6;20;;;OUI;OUI;2025-01-09T20:45:50+01:00;;;
;;OUI;;32;19;;;OUI;OUI;2025-01-09T20:46:40+01:00;;;
;;OUI;;42;0;;;OUI;OUI;2025-01-09T20:47:59+01:00;;;
;;OUI;;28;3;;;OUI;OUI;2025-01-09T20:41:51+01:00;;;
;;OUI;;19;9;;;OUI;OUI;2025-01-09T20:47:52+01:00;;;
;;OUI;;16;35;;;OUI;OUI;2025-01-09T20:45:19+01:00;;;
;;OUI;;18;3;;;OUI;OUI;2025-01-09T20:44:53+01:00;;;
;;OUI;;10;8;;;OUI;OUI;2025-01-09T20:47:08+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2025-01-09T20:47:15+01:00;;;
;;OUI;;10;10;;;OUI;OUI;2025-01-09T20:46:46+01:00;;;
;;OUI;;37;0;;;NON;NON;2018-03-16T15:13:06+01:00;;;
;;OUI;;12;8;;;OUI;OUI;2025-01-09T20:47:06+01:00;;;
;;OUI;;31;1;;;OUI;OUI;2025-01-09T20:45:24+01:00;;;
;;OUI;;1;48;;;OUI;OUI;2025-01-09T20:46:30+01:00;;;
;;OUI;;15;7;;;OUI;OUI;2025-01-09T20:44:09+01:00;;;
;;OUI;;24;2;;;OUI;OUI;2025-01-09T20:40:11+01:00;;;
;;OUI;;15;8;;;OUI;OUI;2025-01-09T20:47:48+01:00;;;
;;OUI;;42;6;;;OUI;OUI;2025-01-09T20:47:43+01:00;;;
;;OUI;;10;8;;;OUI;OUI;2025-01-09T20:45:23+01:00;;;
;;OUI;;27;4;;;OUI;OUI;2025-01-09T20:44:16+01:00;;;
;;OUI;;3;14;;;OUI;OUI;2025-01-09T20:47:07+01:00;;;
;;OUI;;0;32;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;6;18;;;OUI;OUI;2025-01-09T20:48:23+01:00;;;
;;OUI;;29;13;;;OUI;OUI;2025-01-09T20:46:40+01:00;;;
;;OUI;;18;9;;;OUI;OUI;2025-01-09T20:44:54+01:00;;;
;;OUI;;27;7;;;OUI;OUI;2025-01-09T20:48:14+01:00;;;
;;OUI;;17;12;;;OUI;OUI;2025-01-09T20:47:49+01:00;;;
;;OUI;;8;6;;;OUI;OUI;2025-01-09T20:45:33+01:00;;;
;;OUI;;17;17;;;OUI;OUI;2025-01-09T20:47:42+01:00;;;
;;OUI;;28;2;;;OUI;OUI;2025-01-09T20:45:31+01:00;;;
;;OUI;;7;64;;;OUI;OUI;2025-01-09T20:47:17+01:00;;;
;;OUI;;25;29;;;OUI;OUI;2025-01-09T20:47:27+01:00;;;
;;OUI;;17;1;;;OUI;OUI;2025-01-09T20:39:20+01:00;;;
;;OUI;;17;13;;;OUI;OUI;2025-01-09T20:47:45+01:00;;;
;;OUI;;18;0;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;22;6;;;OUI;OUI;2025-01-09T20:44:47+01:00;;;
;;OUI;;12;9;;;OUI;OUI;2025-01-09T20:38:32+01:00;;;
;;OUI;;0;35;;;OUI;OUI;2025-01-09T20:48:26+01:00;;;
;;OUI;;21;29;;;OUI;OUI;2025-01-09T20:46:57+01:00;;;
;;OUI;;46;17;;;OUI;OUI;2025-01-09T20:46:45+01:00;;;
;;OUI;;22;7;;;OUI;OUI;2025-01-09T20:47:42+01:00;;;
;;OUI;;47;5;;;OUI;OUI;2025-01-09T20:48:20+01:00;;;
;;OUI;;3;48;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;17;1;;;OUI;OUI;2025-01-09T20:47:51+01:00;;;
;;OUI;;7;25;;;OUI;OUI;2025-01-09T20:42:59+01:00;;;
;;OUI;;5;14;;;OUI;OUI;2025-01-09T20:48:24+01:00;;;
;;OUI;;31;16;;;OUI;OUI;2025-01-09T20:46:06+01:00;;;
;;OUI;;43;13;;;OUI;OUI;2025-01-09T20:47:44+01:00;;;
;;OUI;;14;12;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;16;10;;;OUI;OUI;2025-01-09T20:43:17+01:00;;;
;;OUI;;0;25;;;OUI;OUI;2025-01-09T20:19:46+01:00;;;
;;OUI;;30;16;;;OUI;OUI;2025-01-09T20:45:51+01:00;;;
;;OUI;;4;23;;;OUI;OUI;2025-01-09T20:47:35+01:00;;;
;;OUI;;16;15;;;OUI;OUI;2025-01-09T20:46:30+01:00;;;
;;OUI;;28;7;;;OUI;OUI;2025-01-09T20:45:26+01:00;;;
;;OUI;;30;4;;;OUI;OUI;2025-01-09T20:39:53+01:00;;;
;;OUI;;45;5;;;OUI;OUI;2025-01-09T20:46:22+01:00;;;
;;OUI;;25;26;;;OUI;OUI;2025-01-09T20:48:02+01:00;;;
;;OUI;;40;11;;;OUI;OUI;2025-01-09T20:47:37+01:00;;;
;;OUI;;52;6;;;OUI;OUI;2025-01-09T20:44:43+01:00;;;
;;OUI;;0;49;;;OUI;OUI;2025-01-09T20:46:13+01:00;;;
;;OUI;;12;14;;;OUI;OUI;2025-01-09T20:48:15+01:00;;;
;;OUI;;36;10;;;OUI;OUI;2025-01-09T20:44:25+01:00;;;
;;OUI;;16;6;;;OUI;OUI;2025-01-09T20:44:25+01:00;;;
;;OUI;;52;6;;;OUI;OUI;2025-01-09T20:42:40+01:00;;;
;;OUI;;21;3;;;OUI;OUI;2025-01-09T20:43:56+01:00;;;
;;OUI;;3;33;;;OUI;OUI;2025-01-09T20:47:17+01:00;;;
;;OUI;;26;13;;;OUI;OUI;2025-01-09T20:47:33+01:00;;;
;;OUI;;30;2;;;OUI;OUI;2025-01-09T20:43:48+01:00;;;
;;OUI;;13;2;;;OUI;OUI;2025-01-09T20:44:22+01:00;;;
;;OUI;;10;45;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;3;19;;;OUI;OUI;2025-01-09T20:47:30+01:00;;;
;;OUI;;21;6;;;OUI;OUI;2025-01-09T20:46:25+01:00;;;
;;OUI;;3;17;;;OUI;OUI;2025-01-09T20:44:20+01:00;;;
;;OUI;;32;6;;;OUI;OUI;2025-01-09T20:44:10+01:00;;;
;;OUI;;6;14;;;OUI;OUI;2025-01-09T20:47:44+01:00;;;
;;OUI;;21;7;;;OUI;OUI;2025-01-09T20:44:55+01:00;;;
;;OUI;;25;22;;;OUI;OUI;2025-01-09T20:46:01+01:00;;;
;;OUI;;36;2;;;OUI;OUI;2025-01-09T20:46:29+01:00;;;
;;OUI;;16;4;;;OUI;OUI;2025-01-09T20:47:47+01:00;;;
;;OUI;;17;17;;;OUI;OUI;2025-01-09T20:44:28+01:00;;;
;;OUI;;22;17;;;OUI;OUI;2025-01-09T20:46:47+01:00;;;
;;OUI;;17;2;;;OUI;OUI;2025-01-09T20:47:10+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2025-01-09T20:44:59+01:00;;;
;;OUI;;32;4;;;OUI;OUI;2025-01-09T20:42:52+01:00;;;
;;OUI;;3;15;;;OUI;OUI;2025-01-09T20:44:58+01:00;;;
;;OUI;;4;26;;;OUI;OUI;2025-01-09T20:47:44+01:00;;;
;;OUI;;22;1;;;OUI;OUI;2025-01-09T20:47:47+01:00;;;
;;OUI;;15;0;;;OUI;OUI;2025-01-09T20:45:47+01:00;;;
;;OUI;;24;1;;;OUI;OUI;2025-01-09T20:44:31+01:00;;;
;;OUI;;4;17;;;OUI;OUI;2025-01-09T20:44:16+01:00;;;
;;OUI;;22;9;;;OUI;OUI;2025-01-09T20:47:03+01:00;;;
;;OUI;;5;18;;;OUI;OUI;2025-01-09T20:47:10+01:00;;;
;;OUI;;37;9;;;OUI;OUI;2025-01-09T20:47:24+01:00;;;
;;OUI;;27;13;;;OUI;OUI;2025-01-09T20:44:21+01:00;;;
;;OUI;;1;10;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;22;7;;;OUI;OUI;2025-01-09T20:46:57+01:00;;;
;;OUI;;21;3;;;OUI;OUI;2025-01-09T20:46:48+01:00;;;
;;OUI;;33;0;;;OUI;OUI;2025-01-09T20:47:36+01:00;;;
;;OUI;;0;43;;;OUI;OUI;2025-01-09T20:47:46+01:00;;;
;;OUI;;16;3;;;OUI;OUI;2025-01-09T20:46:58+01:00;;;
;;OUI;;11;16;;;OUI;OUI;2025-01-09T20:45:31+01:00;;;
;;OUI;;16;10;;;OUI;OUI;2025-01-09T20:43:33+01:00;;;
;;OUI;;18;7;;;OUI;OUI;2025-01-09T20:44:37+01:00;;;
;;OUI;;32;17;;;OUI;OUI;2025-01-09T20:45:28+01:00;;;
;;OUI;;6;47;;;OUI;OUI;2025-01-09T20:47:13+01:00;;;
;;OUI;;3;19;;;OUI;OUI;2025-01-09T20:48:13+01:00;;;
;;OUI;;20;2;;;OUI;OUI;2025-01-09T20:45:14+01:00;;;
;;OUI;;41;0;;;OUI;OUI;2025-01-09T20:43:55+01:00;;;
;;OUI;;1;33;;;OUI;OUI;2025-01-09T20:47:15+01:00;;;
;;OUI;;11;15;;;OUI;OUI;2025-01-09T20:45:52+01:00;;;
;;OUI;;19;17;;;OUI;OUI;2025-01-09T20:44:03+01:00;;;
;;OUI;;21;4;;;OUI;OUI;2025-01-09T20:42:22+01:00;;;
;;OUI;;13;2;;;OUI;OUI;2025-01-09T20:40:38+01:00;;;
;;OUI;;25;5;;;OUI;OUI;2025-01-09T20:47:47+01:00;;;
;;OUI;;5;31;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;21;3;;;OUI;OUI;2025-01-09T20:47:48+01:00;;;
;;OUI;;20;7;;;OUI;OUI;2025-01-09T20:47:43+01:00;;;
;;OUI;;15;0;;;OUI;OUI;2025-01-09T20:46:27+01:00;;;
;;OUI;;16;0;;;OUI;OUI;2025-01-09T20:40:35+01:00;;;
;;OUI;;2;41;;;OUI;OUI;2025-01-09T20:47:03+01:00;;;
;;OUI;;1;20;;;OUI;OUI;2025-01-09T20:44:01+01:00;;;
;;OUI;;41;14;;;OUI;OUI;2025-01-09T20:46:51+01:00;;;
;;OUI;;10;7;;;OUI;OUI;2025-01-09T20:46:50+01:00;;;
;;OUI;;0;37;;;OUI;OUI;2025-01-09T20:47:41+01:00;;;
;;OUI;;20;14;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2025-01-09T20:42:03+01:00;;;
;;OUI;;10;14;;;OUI;OUI;2025-01-09T20:43:19+01:00;;;
;;OUI;;17;10;;;OUI;OUI;2025-01-09T20:46:51+01:00;;;
;;OUI;;3;24;;;OUI;OUI;2025-01-09T20:47:38+01:00;;;
;;OUI;;33;10;;;OUI;OUI;2025-01-09T20:46:47+01:00;;;
;;OUI;;14;5;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;12;38;;;OUI;OUI;2025-01-09T20:46:54+01:00;;;
;;OUI;;18;22;;;OUI;OUI;2025-01-09T20:41:58+01:00;;;
;;OUI;;12;5;;;OUI;OUI;2025-01-09T20:43:32+01:00;;;
;;OUI;;1;32;;;OUI;OUI;2025-01-09T20:47:51+01:00;;;
;;OUI;;36;9;;;OUI;OUI;2025-01-09T20:48:25+01:00;;;
;;OUI;;12;3;;;OUI;OUI;2025-01-09T20:43:13+01:00;;;
;;OUI;;13;7;;;OUI;OUI;2025-01-09T20:48:05+01:00;;;
;;OUI;;53;9;;;OUI;OUI;2025-01-09T20:45:05+01:00;;;
;;OUI;;34;10;;;OUI;OUI;2025-01-09T20:48:15+01:00;;;
;;OUI;;14;8;;;OUI;OUI;2025-01-09T20:40:30+01:00;;;
;;OUI;;19;9;;;OUI;OUI;2025-01-09T20:44:38+01:00;;;
;;OUI;;15;8;;;OUI;OUI;2025-01-09T20:48:10+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2025-01-09T20:47:28+01:00;;;
;;OUI;;25;8;;;OUI;OUI;2025-01-09T20:48:10+01:00;;;
;;OUI;;30;3;;;OUI;OUI;2025-01-09T20:44:20+01:00;;;
;;OUI;;23;24;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;0;44;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;23;3;;;OUI;OUI;2025-01-09T20:45:25+01:00;;;
;;OUI;;4;18;;;OUI;OUI;2025-01-09T20:46:43+01:00;;;
;;OUI;;13;16;;;OUI;OUI;2025-01-09T20:44:25+01:00;;;
;;OUI;;6;13;;;OUI;OUI;2025-01-09T20:41:02+01:00;;;
;;OUI;;23;10;;;OUI;OUI;2025-01-09T20:45:21+01:00;;;
;;OUI;;36;8;;;OUI;OUI;2025-01-09T20:45:15+01:00;;;
;;OUI;;14;2;;;OUI;OUI;2025-01-09T20:46:54+01:00;;;
;;OUI;;2;25;;;OUI;OUI;2025-01-09T20:47:38+01:00;;;
;;OUI;;35;2;;;OUI;OUI;2025-01-09T20:44:50+01:00;;;
;;OUI;;22;29;;;OUI;OUI;2025-01-09T20:47:33+01:00;;;
;;OUI;;28;4;;;OUI;OUI;2025-01-09T20:41:04+01:00;;;
;;OUI;;10;55;;;OUI;OUI;2025-01-09T20:47:46+01:00;;;
;;OUI;;15;9;;;OUI;OUI;2025-01-09T20:45:02+01:00;;;
;;OUI;;7;22;;;OUI;OUI;2025-01-09T20:46:54+01:00;;;
;;OUI;;27;39;;;OUI;OUI;2025-01-09T20:48:07+01:00;;;
;;OUI;;12;9;;;OUI;OUI;2025-01-09T20:43:03+01:00;;;
;;OUI;;2;18;;;OUI;OUI;2025-01-09T20:44:19+01:00;;;
;;OUI;;32;4;;;OUI;OUI;2025-01-09T20:43:18+01:00;;;
;;OUI;;11;15;;;OUI;OUI;2025-01-09T20:48:11+01:00;;;
;;OUI;;17;5;;;OUI;OUI;2025-01-09T20:47:07+01:00;;;
;;OUI;;37;9;;;OUI;OUI;2025-01-09T20:46:52+01:00;;;
;;OUI;;21;9;;;OUI;OUI;2025-01-09T20:46:59+01:00;;;
;;OUI;;3;37;;;OUI;OUI;2025-01-09T20:47:18+01:00;;;
;;OUI;;21;5;;;OUI;OUI;2025-01-09T20:45:32+01:00;;;
;;OUI;;44;6;;;OUI;OUI;2025-01-09T20:44:53+01:00;;;
;;OUI;;29;2;;;OUI;OUI;2025-01-09T20:47:15+01:00;;;
;;OUI;;42;0;;;OUI;OUI;2025-01-09T20:47:22+01:00;;;
;;OUI;;42;7;;;OUI;OUI;2025-01-09T20:48:19+01:00;;;
;;OUI;;0;21;;;OUI;OUI;2025-01-09T20:46:04+01:00;;;
;;OUI;;11;9;;;OUI;OUI;2025-01-09T20:44:55+01:00;;;
;;OUI;;3;27;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;47;3;;;OUI;OUI;2025-01-09T20:47:10+01:00;;;
;;OUI;;37;3;;;OUI;OUI;2025-01-09T20:41:45+01:00;;;
;;OUI;;15;21;;;OUI;OUI;2025-01-09T20:47:54+01:00;;;
;;OUI;;25;4;;;OUI;OUI;2025-01-09T20:42:49+01:00;;;
;;OUI;;44;22;;;OUI;OUI;2025-01-09T20:45:50+01:00;;;
;;OUI;;31;1;;;OUI;OUI;2025-01-09T20:47:25+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2025-01-09T20:48:23+01:00;;;
;;OUI;;2;53;;;OUI;OUI;2025-01-09T20:47:58+01:00;;;
;;OUI;;15;15;;;OUI;OUI;2025-01-09T20:44:28+01:00;;;
;;OUI;;15;7;;;OUI;OUI;2025-01-09T20:47:26+01:00;;;
;;OUI;;37;8;;;OUI;OUI;2025-01-09T20:46:09+01:00;;;
;;OUI;;32;2;;;OUI;OUI;2025-01-09T20:46:31+01:00;;;
;;OUI;;18;8;;;OUI;OUI;2025-01-09T20:47:10+01:00;;;
;;OUI;;11;21;;;OUI;OUI;2025-01-09T20:44:30+01:00;;;
;;OUI;;0;34;;;OUI;OUI;2025-01-09T20:41:05+01:00;;;
;;OUI;;23;5;;;OUI;OUI;2025-01-09T20:44:02+01:00;;;
;;OUI;;30;4;;;OUI;OUI;2025-01-09T20:44:51+01:00;;;
;;OUI;;27;2;;;OUI;OUI;2025-01-09T20:44:21+01:00;;;
;;OUI;;19;14;;;OUI;OUI;2025-01-09T20:48:07+01:00;;;
;;OUI;;11;15;;;OUI;OUI;2025-01-09T20:44:24+01:00;;;
;;OUI;;20;2;;;OUI;OUI;2025-01-09T20:46:36+01:00;;;
;;OUI;;34;24;;;OUI;OUI;2025-01-09T20:48:14+01:00;;;
;;OUI;;19;8;;;OUI;OUI;2025-01-09T20:45:29+01:00;;;
;;OUI;;21;39;;;OUI;OUI;2025-01-09T20:47:59+01:00;;;
;;OUI;;8;43;;;OUI;OUI;2025-01-09T20:47:57+01:00;;;
;;OUI;;23;19;;;OUI;OUI;2025-01-09T20:45:54+01:00;;;
;;OUI;;8;15;;;OUI;OUI;2025-01-09T20:47:00+01:00;;;
;;OUI;;25;6;;;OUI;OUI;2025-01-09T20:45:34+01:00;;;
;;OUI;;19;6;;;OUI;OUI;2025-01-09T20:47:35+01:00;;;
;;OUI;;28;3;;;OUI;OUI;2025-01-09T20:45:51+01:00;;;
;;OUI;;11;10;;;OUI;OUI;2025-01-09T20:40:21+01:00;;;
;;OUI;;29;23;;;OUI;OUI;2025-01-09T20:47:14+01:00;;;
;;OUI;;9;23;;;OUI;OUI;2025-01-09T20:45:21+01:00;;;
;;NON;;12;11;;;NON;NON;2018-02-19T02:05:15+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2025-01-09T20:45:16+01:00;;;
;;OUI;;18;0;;;NON;NON;2025-01-09T20:47:36+01:00;;;
;;OUI;;1;24;;;OUI;OUI;2025-01-09T20:48:04+01:00;;;
;;OUI;;29;19;;;OUI;OUI;2025-01-09T20:47:55+01:00;;;
;;OUI;;31;3;;;OUI;OUI;2025-01-09T20:45:01+01:00;;;
;;OUI;;24;6;;;OUI;OUI;2025-01-09T20:48:04+01:00;;;
;;OUI;;27;7;;;OUI;OUI;2025-01-09T20:44:51+01:00;;;
;;OUI;;9;23;;;OUI;OUI;2025-01-09T20:45:07+01:00;;;
;;OUI;;0;44;;;OUI;OUI;2025-01-09T20:47:10+01:00;;;
;;OUI;;13;10;;;OUI;OUI;2025-01-09T20:44:43+01:00;;;
;;OUI;;1;29;;;OUI;OUI;2025-01-09T20:48:09+01:00;;;
;;OUI;;17;6;;;OUI;OUI;2025-01-09T20:47:39+01:00;;;
;;OUI;;24;1;;;OUI;OUI;2025-01-09T20:39:16+01:00;;;
;;OUI;;22;10;;;OUI;OUI;2025-01-09T20:47:02+01:00;;;
;;OUI;;29;2;;;OUI;OUI;2025-01-09T20:44:17+01:00;;;
;;OUI;;5;21;;;OUI;OUI;2025-01-09T20:47:59+01:00;;;
;;OUI;;11;22;;;OUI;OUI;2025-01-09T20:46:39+01:00;;;
;;OUI;;34;3;;;OUI;OUI;2025-01-09T20:47:35+01:00;;;
;;OUI;;22;0;;;OUI;OUI;2025-01-09T20:45:09+01:00;;;
;;OUI;;21;12;;;OUI;OUI;2025-01-09T20:46:13+01:00;;;
;;OUI;;18;22;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;23;5;;;OUI;OUI;2025-01-09T20:47:07+01:00;;;
;;OUI;;19;9;;;OUI;OUI;2025-01-09T20:47:38+01:00;;;
;;OUI;;15;10;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;21;6;;;OUI;OUI;2025-01-09T20:40:44+01:00;;;
;;OUI;;29;1;;;OUI;OUI;2025-01-09T20:46:56+01:00;;;
;;OUI;;14;8;;;OUI;OUI;2025-01-09T20:44:06+01:00;;;
;;OUI;;14;3;;;OUI;OUI;2025-01-09T20:44:58+01:00;;;
;;OUI;;7;21;;;OUI;OUI;2025-01-09T20:47:48+01:00;;;
;;OUI;;8;7;;;OUI;OUI;2025-01-09T20:43:51+01:00;;;
;;OUI;;19;11;;;OUI;OUI;2025-01-09T20:47:51+01:00;;;
;;OUI;;1;33;;;OUI;OUI;2025-01-09T20:47:03+01:00;;;
;;OUI;;22;14;;;OUI;OUI;2025-01-09T20:46:07+01:00;;;
;;OUI;;22;11;;;OUI;OUI;2025-01-09T20:45:27+01:00;;;
;;OUI;;34;2;;;OUI;OUI;2025-01-09T20:46:12+01:00;;;
;;OUI;;1;42;;;OUI;OUI;2025-01-09T20:48:23+01:00;;;
;;OUI;;0;20;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;2;29;;;OUI;OUI;2025-01-09T20:48:11+01:00;;;
;;OUI;;26;20;;;OUI;OUI;2025-01-09T20:45:21+01:00;;;
;;OUI;;11;14;;;OUI;OUI;2025-01-09T20:43:48+01:00;;;
;;OUI;;29;13;;;OUI;OUI;2025-01-09T20:46:07+01:00;;;
;;OUI;;23;7;;;OUI;OUI;2025-01-09T20:45:58+01:00;;;
;;OUI;;49;9;;;OUI;OUI;2025-01-09T20:47:33+01:00;;;
;;OUI;;43;7;;;OUI;OUI;2025-01-09T20:48:16+01:00;;;
;;OUI;;45;10;;;OUI;OUI;2025-01-09T20:48:06+01:00;;;
;;OUI;;5;27;;;OUI;OUI;2025-01-09T20:48:11+01:00;;;
;;OUI;;45;10;;;OUI;OUI;2025-01-09T20:47:57+01:00;;;
;;OUI;;0;0;;;NON;NON;2024-09-21T18:55:39+02:00;;;
;;OUI;;18;7;;;OUI;OUI;2025-01-09T20:45:33+01:00;;;
;;OUI;;31;21;;;OUI;OUI;2025-01-09T20:48:20+01:00;;;
;;OUI;;13;17;;;OUI;OUI;2025-01-09T20:46:47+01:00;;;
;;OUI;;19;2;;;OUI;OUI;2025-01-09T20:45:03+01:00;;;
;;OUI;;7;6;;;OUI;OUI;2025-01-09T20:44:10+01:00;;;
;;OUI;;46;7;;;OUI;OUI;2025-01-09T20:45:16+01:00;;;
;;OUI;;26;11;;;OUI;OUI;2025-01-09T20:42:36+01:00;;;
;;OUI;;48;8;;;OUI;OUI;2025-01-09T20:47:37+01:00;;;
;;OUI;;12;10;;;OUI;OUI;2025-01-09T20:47:11+01:00;;;
;;OUI;;34;5;;;OUI;OUI;2025-01-09T20:48:21+01:00;;;
;;OUI;;26;7;;;OUI;OUI;2025-01-09T20:43:04+01:00;;;
;;OUI;;38;28;;;OUI;OUI;2025-01-09T20:48:16+01:00;;;
;;OUI;;31;15;;;OUI;OUI;2025-01-09T20:45:51+01:00;;;
;;OUI;;42;8;;;OUI;OUI;2025-01-09T20:44:05+01:00;;;
;;OUI;;9;17;;;OUI;OUI;2025-01-09T20:48:26+01:00;;;
;;OUI;;24;6;;;OUI;OUI;2025-01-09T20:47:52+01:00;;;
;;OUI;;26;4;;;OUI;OUI;2025-01-09T20:42:58+01:00;;;
;;OUI;;15;5;;;OUI;OUI;2025-01-09T20:41:38+01:00;;;
;;OUI;;28;3;;;OUI;OUI;2025-01-09T20:43:50+01:00;;;
;;OUI;;8;41;;;OUI;OUI;2025-01-09T20:48:22+01:00;;;
;;OUI;;14;10;;;OUI;OUI;2025-01-09T20:40:41+01:00;;;
;;OUI;;18;5;;;OUI;OUI;2025-01-09T20:44:15+01:00;;;
;;OUI;;8;38;;;OUI;OUI;2025-01-09T20:47:53+01:00;;;
;;OUI;;0;18;;;OUI;OUI;2025-01-09T20:44:40+01:00;;;
;;OUI;;22;7;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;2;16;;;OUI;OUI;2025-01-09T20:47:07+01:00;;;
;;OUI;;17;7;;;OUI;OUI;2025-01-09T20:44:24+01:00;;;
;;OUI;;17;7;;;OUI;OUI;2025-01-09T20:48:04+01:00;;;
;;OUI;;11;11;;;OUI;OUI;2025-01-09T20:42:08+01:00;;;
;;OUI;;29;19;;;OUI;OUI;2025-01-09T20:47:09+01:00;;;
;;OUI;;19;24;;;OUI;OUI;2025-01-09T20:45:56+01:00;;;
;;OUI;;14;10;;;OUI;OUI;2025-01-09T20:46:41+01:00;;;
;;OUI;;14;6;;;OUI;OUI;2025-01-09T20:43:08+01:00;;;
;;OUI;;26;2;;;OUI;OUI;2025-01-09T20:48:26+01:00;;;
;;OUI;;26;9;;;OUI;OUI;2025-01-09T20:47:04+01:00;;;
;;OUI;;23;6;;;OUI;OUI;2025-01-09T20:45:15+01:00;;;
;;OUI;;58;2;;;OUI;OUI;2025-01-09T20:47:02+01:00;;;
;;OUI;;19;6;;;OUI;OUI;2025-01-09T20:44:15+01:00;;;
;;OUI;;44;5;;;OUI;OUI;2025-01-09T20:47:52+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2025-01-09T20:48:08+01:00;;;
;;OUI;;34;9;;;OUI;OUI;2025-01-09T20:46:41+01:00;;;
;;OUI;;16;3;;;OUI;OUI;2025-01-09T20:42:09+01:00;;;
;;OUI;;46;19;;;OUI;OUI;2025-01-09T20:48:01+01:00;;;
;;OUI;;18;35;;;OUI;OUI;2025-01-09T20:47:37+01:00;;;
;;OUI;;15;10;;;OUI;OUI;2025-01-09T20:48:26+01:00;;;
;;OUI;;13;2;;;OUI;OUI;2025-01-09T20:46:24+01:00;;;
;;OUI;;0;19;;;OUI;OUI;2025-01-09T20:47:37+01:00;;;
;;OUI;;28;3;;;OUI;OUI;2025-01-09T20:46:07+01:00;;;
;;OUI;;12;27;;;OUI;OUI;2025-01-09T20:46:32+01:00;;;
